D1,D19,D31,D40,D49,D61,D28,D58
-60.9978,-63.6833,-178.3528,62.9593,62.0824,175.7702,146.3176,-85.3492
68.7357,-177.6151,-88.2567,179.2223,-178.0365,-65.7391,83.7324,85.3425
172.8388,62.2075,177.2399,-64.3688,-62.1429,-175.7063,123.3224,76.057
-62.8789,-171.9963,177.9075,66.7878,179.5186,-65.9843,109.7617,-75.7269
178.5076,-69.9554,-170.2307,-62.0144,-62.1334,-175.8288,-66.0242,179.8692
69.6177,177.8094,63.7106,177.847,-67.5236,-176.9937,-62.5622,-178.7662
-59.9372,-59.0127,-62.8466,-178.9866,63.3134,61.795,153.0341,-176.5901
-62.4091,-172.4922,72.4996,-177.3036,-65.7948,-176.607,107.9776,-75.6663
-60.6057,-60.2324,-62.234,-174.7663,-176.7447,-65.2598,145.4009,-85.3738
177.4505,178.7183,64.3524,179.4587,-63.5768,-62.0362,-63.3664,-178.5561
178.3022,-71.2149,-175.6461,176.3201,62.9337,61.8571,-66.1098,-179.5035
-60.2356,-59.18,-59.4231,-61.3691,-178.1594,66.297,153.1391,-176.6314
58.9532,54.7658,70.6193,173.1762,64.7407,62.7857,157.316,-172.5835
171.46,64.3065,-94.9092,-173.4598,-63.5508,-62.7362,159.3581,-172.7455
177.3129,178.4142,59.6393,61.8242,178.4707,-66.297,-63.4915,-178.4194
177.6687,-73.4701,179.2567,62.2199,62.1262,175.7753,-66.1961,-178.7121
64.3189,179.699,-88.3906,178.6392,178.7291,179.7022,109.3987,-76.0434
-59.6693,-170.3662,73.7816,-176.3326,-62.1703,-61.7522,82.7341,86.5843
-60.5688,-60.276,-62.609,-174.8356,177.0652,65.6547,145.3834,-85.4522
68.8074,-177.4755,-88.7852,175.3219,64.8928,176.6253,83.9566,85.5067
70.2748,-177.7692,175.7792,66.1873,172.9643,65.3634,-63.9449,179.2141
70.221,-177.8062,173.5227,63.4384,63.448,176.4325,-63.0333,-179.9769
-59.6855,-171.0713,70.893,66.4558,173.3265,65.5645,82.5272,86.9015
-60.6184,-59.8022,-59.6397,-61.2485,-175.5035,-179.7489,145.2887,-85.3419
176.8536,-68.1388,-65.956,-179.5456,63.1031,61.8057,151.0348,-86.1481
-178.2948,-171.2061,73.0465,171.4293,65.6271,177.76,99.9071,91.7892
177.84,-64.4687,-59.7799,-61.3975,-172.0602,-65.1599,150.62,-86.2359
-61.7768,-172.7724,-87.1305,179.1624,175.8282,65.1355,81.4398,85.0652
178.5447,-70.1321,-170.9959,-65.2972,-172.9324,-65.2526,-65.8558,-179.9149
65.7605,65.6399,-100.6184,-70.8071,-179.7691,179.4463,163.7986,-170.169
62.2801,60.9892,177.1249,-67.1384,-172.6744,-65.3634,88.107,85.5441
173.2065,64.2836,-98.9625,-72.0769,176.4854,64.7558,160.714,-172.27
70.8621,-177.4002,-175.4681,-65.7347,-179.3886,66.0745,-63.4623,179.2008
-59.7205,-170.9995,71.9195,68.2798,-179.5731,-65.5658,82.6207,86.6529
170.9158,59.5459,176.3399,-64.1996,-59.425,-61.4159,150.9101,-86.3338
177.4769,-177.4043,172.7823,62.9052,60.5132,61.8498,-63.8106,-179.4131
-79.8907,68.0264,164.6556,64.4118,176.6846,179.9324,71.115,172.8055
64.1778,65.3214,-97.2728,-179.0999,176.2552,65.4785,162.4348,-170.292
172.7661,64.6152,-98.1297,-68.5451,-66.7562,-177.0076,160.6748,-172.3146
64.1411,65.214,-97.1472,-178.9933,-177.6989,-65.4446,162.3626,-170.4103
59.1111,53.3676,69.5097,-178.5678,-62.4095,-61.7647,157.5355,-172.481
172.5404,63.6765,-97.2275,175.4725,61.7263,61.6617,159.6905,-172.6641
177.7409,-73.1756,179.9898,65.6976,173.0465,65.3808,-66.2012,-178.7576
72.3351,-174.3652,95.2511,-65.03,-172.6144,-65.2066,83.5665,179.1536
178.6399,-163.9592,-71.7915,-177.1647,177.2157,66.0912,-62.4004,177.0519
173.4622,-99.5854,64.1881,179.22,-63.9298,-62.0057,156.0566,-179.481
61.9269,52.5753,64.5491,59.5349,60.5978,175.5349,80.7405,176.0046
70.4694,-177.4955,176.7588,67.4059,179.7048,-65.9106,-64.0875,178.9245
-61.6465,-172.1151,-86.4663,179.3683,-178.1873,-65.7434,81.3265,85.126
178.3946,-164.6547,-72.4284,-177.5269,-177.1751,-65.6096,-62.2487,177.9136
70.7262,-174.1154,-178.2211,65.0835,61.7816,-93.822,84.2311,-179.9129
178.5363,-70.0612,-170.6637,-65.5718,-178.9715,66.2058,-65.8902,-179.9623
62.2336,60.8267,176.7138,-68.5035,-179.8969,65.8428,88.0251,85.5453
178.2007,-164.8871,-72.9311,-174.2676,-66.5926,-176.5822,-61.8795,178.5452
-61.3893,-169.7641,96.1056,-64.4224,-173.3138,-65.3565,76.1715,173.4538
-60.5211,-60.0238,-62.7336,-177.8763,67.1459,176.9377,145.3933,-85.3711
-61.327,-157.4524,-65.1188,-59.3384,-58.1225,-61.4742,76.6399,176.4395
-61.7065,-172.4468,-87.5318,175.2564,64.8239,176.5763,81.8281,85.4213
172.6299,62.7144,176.6129,-68.7914,179.9628,65.7781,125.3711,75.7459
-64.2515,-173.2032,-85.9222,179.0974,178.7758,179.7472,106.5399,-75.8546
74.6912,-160.1775,-64.7899,-59.2639,-58.1971,-61.5011,83.7522,-177.444
174.1747,-74.1493,-98.8832,65.3717,174.4401,65.5476,153.8113,-179.5954
59.8454,60.6635,168.1924,65.183,-90.973,-179.1854,159.0245,-172.847
72.5781,-173.2254,71.5792,166.636,63.511,65.8684,81.1014,85.4342
179.2745,-66.8258,-59.3498,-59.9778,-175.2592,-179.8083,-66.0213,178.8114
-81.0863,66.4968,168.3104,178.8431,176.4445,65.4222,71.5097,173.1043
-62.2427,-170.2153,-178.2174,65.2591,61.8194,-94.047,76.0958,173.5109
-81.1239,66.4777,168.3003,179.0017,-177.4687,-65.4961,71.52,173.0703
178.2429,179.9806,-89.1806,178.3142,178.4609,179.6722,100.1175,84.7566
72.0594,-174.8459,96.1852,-65.6331,-65.4547,-177.6063,80.7804,177.0495
-70.5622,78.0026,169.6454,176.5747,65.6012,176.903,159.982,-171.9259
65.1134,65.4589,-98.6804,177.1032,65.6574,176.5094,163.0179,-170.2033
174.0798,-96.52,67.462,63.1403,63.4139,175.7849,154.8781,-179.6342
59.1068,52.8541,68.5188,176.6697,-177.1096,-65.6983,148.988,-85.7781
178.4791,-164.3464,-72.3807,179.3956,66.4832,176.7276,-62.4899,177.7126
62.1938,52.7695,63.6492,61.3292,174.3033,179.5503,87.4607,85.8123
-81.5023,66.3164,168.5759,-177.8659,-66.6676,-176.7665,71.6951,173.2468
60.0056,-98.4991,179.355,174.9063,62.843,62.2108,155.7519,-179.3992
-60.9262,-164.1125,-72.3351,-61.2126,-173.8811,-179.3877,76.2706,82.2394
60.0721,-99.1787,174.3169,61.0677,62.1509,175.923,155.8052,-179.4437
179.0717,-67.9807,-63.0898,-174.1302,-176.6181,-65.1342,-65.913,179.1548
-68.733,79.7193,171.632,-179.9801,-177.3355,-65.5355,159.7882,-172.5696
-69.0019,79.517,171.2294,179.9551,176.5471,65.4174,159.7895,-172.398
175.7307,-67.7185,109.0565,68.4654,67.2929,177.1617,153.1179,-178.8547
-61.4197,-170.0536,97.512,-63.1391,-178.3178,66.8048,76.3434,173.572
174.0335,-97.0753,67.3426,65.5725,172.5078,65.5394,155.0299,-179.6466
174.3029,-73.9242,-99.5129,65.4596,67.0587,177.7054,153.9747,-179.31
-61.7585,-171.4833,-85.2753,-174.7916,-66.8774,-177.0326,79.7275,84.0538
59.0272,52.9971,68.6624,176.4832,177.2052,65.4703,148.9018,-85.7851
-67.4369,81.2044,173.5413,-176.263,-66.1139,-176.682,159.3302,-173.2049
178.9931,-68.6105,-64.178,-174.6486,177.1237,65.6413,-66.0205,179.1869
173.8953,-97.2101,66.224,65.6717,-179.8949,-65.4524,155.1297,-179.6007
179.2412,-67.5245,-62.7889,-170.4692,-65.5799,-176.6829,-65.9224,178.8093
60.5311,-98.7533,-74.7896,179.1653,176.0944,65.3509,155.4877,179.9116
60.5357,-98.6571,-74.5327,179.2433,-177.7784,-65.562,155.4758,179.8662
61.3833,53.6322,68.5276,172.0989,64.3321,62.7109,80.1804,175.029
58.9782,53.2798,69.2844,173.267,66.9817,176.6317,148.9387,-85.8056
60.1212,-99.4031,175.2398,64.3826,172.9455,65.2924,155.9967,-179.4131
-64.9922,-63.994,96.5232,179.1662,-175.8757,-65.445,72.3244,170.8594
95.3808,-60.4044,-171.3362,-61.5624,-62.1196,-175.8054,81.1409,179.5097
177.2278,-65.3825,102.935,-174.5632,-61.8487,-61.761,152.2283,-178.7832
95.5833,-60.0291,-175.0301,-175.1935,-62.5345,-62.0307,81.0481,179.4819
61.5914,51.8148,65.5846,61.9698,167.1123,63.2024,79.2799,173.9462
-60.063,-57.8045,-59.7668,-58.5542,-59.594,-61.6847,76.6477,173.5651
70.7759,-174.4757,-174.0929,-63.544,95.4977,71.0942,84.0019,179.439
170.0413,51.1597,72.932,-89.2735,-177.0668,178.9351,155.2845,-174.0211
59.7656,60.4652,171.8487,179.5471,-94.6233,62.6106,158.6759,-173.0023
60.6003,-98.5488,-75.2905,175.235,64.951,176.5365,155.4849,179.8307
-62.1873,-170.6431,-173.8824,-63.6869,94.8273,70.9531,76.7152,173.7699
-59.7265,-169.7235,71.5482,166.9429,63.4067,65.5367,79.0129,84.9845
177.8891,-131.1769,72.1621,176.6737,63.4329,61.7638,164.9295,-173.8211
96.0115,-59.7412,-175.4023,176.724,62.8698,61.8571,80.9955,179.6096
60.4003,-97.4562,-173.2701,-63.7965,-63.6239,-176.0206,155.1295,-179.2012
59.8179,50.6609,66.4317,64.0108,63.0958,175.8139,149.2725,-177.3918
-60.5869,-60.0892,-172.3124,-179.1816,94.8113,-62.5511,75.7235,172.7987
177.3915,-66.0731,102.6898,175.2072,64.3492,63.2399,152.1105,-178.9892
61.4303,52.2516,67.6813,-179.2847,-62.689,-61.8218,79.8389,174.8719
-64.7493,-63.8077,96.4342,175.9876,67.4439,176.9594,72.4862,170.9398
70.8533,-173.9576,-177.4863,72.7614,95.9074,-62.6802,83.8478,179.4833
71.1883,-139.7317,73.7534,-179.5019,177.5399,65.545,167.8592,-170.8667
-60.2982,-60.0179,-174.9782,-179.9715,-94.7491,62.5593,75.8321,172.8101
70.5247,-177.6613,68.7521,171.0907,65.0503,-89.7363,82.9357,178.6377
71.1681,-173.0203,-175.9573,94.898,-63.7703,-65.1298,83.7959,179.3544
95.4489,-60.7247,-172.085,-65.112,-172.9854,-65.2502,81.1072,179.4921
171.7085,62.6391,169.8266,65.0615,-93.5129,-70.6088,158.8595,-173.4946
58.9285,52.7585,69.2085,179.8993,-66.2973,-176.7065,148.9886,-85.7163
59.5038,60.9394,173.9108,-174.8833,-63.0331,92.5475,159.0205,-172.6832
178.8445,-69.0446,-65.1538,-177.9581,67.0837,176.6972,-66.0138,179.2621
177.4744,-176.957,-85.5755,174.2325,61.5813,61.9389,116.9159,-175.1142
173.6142,-97.5737,64.4299,175.4673,179.6234,179.8647,133.0414,75.1774
61.7682,53.4543,67.6057,176.3485,-177.0868,-65.4881,88.0824,85.9337
60.1742,-99.4018,174.7669,64.6869,179.2171,-66.1942,155.9954,-179.4496
-62.3271,-169.8298,-176.6449,94.2582,-64.1729,-64.7872,76.0872,173.3368
-59.7426,-57.4433,-69.4296,86.197,176.5978,-179.2973,76.5342,173.4129
70.5713,-174.687,178.1372,63.5303,-97.5339,-71.2105,83.8167,179.2937
70.5116,-175.5578,-178.1153,-71.9909,-96.9337,62.9204,83.8366,179.1844
141.9832,55.9136,72.0413,176.2549,-179.6668,-179.9229,68.6489,167.0055
70.2909,-137.0267,-178.4747,-175.1233,-62.5913,-61.9364,167.6219,-171.7156
-62.3209,-170.0734,-177.3002,73.0792,95.9519,-62.6125,76.3377,173.6405
-60.5535,-59.9126,-172.99,-174.0134,-63.3452,91.6212,75.7185,172.9048
-60.4033,-60.5801,-170.9688,-90.2296,64.8545,173.8633,75.9487,172.9962
176.3458,-69.5198,-171.3723,-64.4927,94.3418,70.5849,152.7626,-179.1965
169.9634,50.3155,66.0886,63.1427,59.4279,61.3352,149.9013,-177.504
70.9234,-176.9511,70.4044,176.888,92.5064,-63.2981,81.8218,179.7247
70.8929,-175.1364,-175.7053,-90.6252,65.4443,62.5832,84.2627,179.6363
171.3061,54.4906,67.9143,176.6967,-176.8311,-65.4345,125.6667,76.2284
-62.3824,-136.8952,73.3155,-179.5266,177.8293,65.5423,167.0143,-171.6591
176.3136,-66.7822,106.3027,71.1989,-179.4385,-179.3439,151.3089,-86.5144
172.9439,62.2885,-97.318,-71.431,-179.8596,179.4043,152.4022,-86.2315
-62.3987,-136.9482,73.4326,-179.3754,-176.1151,-65.3255,167.0234,-171.7036
-62.2933,-171.4418,-177.5824,-71.5636,-96.8143,62.9455,76.3719,173.6253
61.7822,53.3499,67.3152,175.9801,176.9884,65.337,88.0145,85.9027
-63.3056,-173.1383,70.9027,177.5282,92.8007,-63.0103,72.4261,172.8108
59.9723,-97.9462,-176.2763,-67.602,-179.77,65.9804,155.467,-179.3197
-178.211,-166.8017,-69.7697,-56.0606,-59.661,-175.5923,106.7813,-177.7624
59.677,51.2845,65.4803,65.0783,176.1876,179.8177,145.3204,-84.558
-82.6286,64.6462,170.2278,-70.4556,-177.5611,179.6774,72.0417,173.5526
-62.1196,-171.3159,-175.2222,-90.0078,65.5991,62.2721,76.9327,173.9511
-60.0955,-61.1749,-178.1829,62.2752,-97.6553,179.2784,75.6489,172.6612
172.0976,61.7862,-95.5561,-175.8126,-67.0274,-177.2975,151.9189,-86.1527
-60.1139,-59.934,-174.2539,175.2306,63.074,-92.7724,76.0635,173.0719
97.5967,-60.0816,-178.8958,63.3612,62.2114,175.7353,80.4052,179.3183
171.3598,54.3367,67.4894,176.2878,177.0992,65.4101,125.2323,76.1963
172.3478,61.7398,-95.7268,-179.7126,176.0244,65.442,151.8927,-86.294
-65.5831,-64.2063,97.5613,-177.2088,-65.3125,-176.3488,72.0285,170.676
171.5827,62.98,170.2179,89.0766,-65.8054,-61.9482,158.7856,-173.4311
172.8977,63.6115,-95.2156,-179.4803,179.0238,179.9847,126.1859,76.0731
-63.0179,-174.0623,68.4152,171.0078,64.7657,-89.7819,74.786,172.4978
172.2689,61.5699,-95.6612,-179.4498,-178.0667,-65.5515,151.8849,-86.2541
59.8449,50.4443,66.7201,67.3259,178.9097,-66.2589,150.3819,-176.1138
72.4592,-172.7432,97.393,-63.8209,-176.5861,-179.7778,83.1905,87.0352
-62.2653,-137.2672,73.8105,-175.7693,-65.1412,-176.5283,167.1632,-171.6541
95.3609,-60.7714,-171.6986,-65.4603,-179.2671,66.1418,81.1226,179.5561
174.3342,-72.7765,-99.4314,65.2883,176.9364,179.8943,152.9731,-85.1553
173.2172,-94.5439,64.9186,174.4135,176.5203,65.1785,155.066,-84.1757
-62.4645,-136.3106,73.5785,177.5528,67.2445,176.8051,166.8065,-171.8046
70.3968,-177.7919,68.0751,175.9646,-95.7222,62.3595,82.8973,178.405
61.7335,53.807,68.1334,172.6744,66.7434,176.6066,88.2486,85.8442
177.6271,-179.8124,60.7806,-96.6671,176.1291,178.2125,-65.3335,-179.7746
59.6778,58.7851,167.083,61.7999,60.5749,61.8824,148.5265,-85.6592
175.7491,-71.4722,-173.6443,-90.3285,65.6951,62.3238,152.6053,-179.4385
-66.1416,83.0056,179.1679,-66.9781,-176.0913,179.9583,158.5403,-174.1524
171.4887,63.1356,172.8093,71.237,96.6637,-62.9033,159.2061,-173.1861
-64.7625,-66.4858,98.3839,70.9835,179.5574,-179.4298,150.9772,-178.09
177.7182,-177.0175,-86.5835,-73.4839,-175.9195,-66.0114,115.7063,-174.872
171.2842,54.6105,68.2864,173.2064,66.8975,176.6515,125.5743,76.2283
65.3698,63.4127,-95.7804,-175.05,-66.9925,-177.3328,81.8556,177.6093
-69.7439,-98.7847,65.2582,175.612,176.5457,65.2775,69.2706,170.2302
173.1667,-95.1434,64.7431,174.5726,-177.4121,-65.6818,155.2661,-84.1165
177.7595,-164.113,-76.8285,-71.422,-178.5786,179.4861,-60.488,178.307
-62.4153,-173.932,66.6982,63.5614,-95.3151,-179.3851,75.4798,172.8074
70.8058,-175.1319,-173.6635,-62.8393,-65.5447,89.9254,83.9564,179.3384
178.6777,-178.2704,98.0018,-63.4,-175.7764,-179.5868,-66.0648,177.9531
174.8302,-74.0117,178.205,62.7379,-97.7262,-71.2365,152.617,-179.6816
173.3,-94.3858,65.8363,171.2174,65.5933,176.595,154.9585,-84.2145
-60.4893,-61.3995,-168.8631,-64.3106,91.4379,179.2843,155.3867,-174.8387
176.1121,-69.9098,-174.9037,73.1509,96.9914,-62.8373,152.4347,-179.3854
95.9619,-61.2297,-66.2434,-176.2021,-177.3549,-65.3261,81.4453,179.5478
59.2813,61.5352,178.5523,-62.4372,98.2214,-179.3419,159.8644,-171.6193
-64.221,-174.3719,64.4511,-102.104,-73.3501,179.5156,69.7433,171.3111
-62.3729,-171.2794,-174.1773,-62.6591,-65.5043,89.8107,76.6588,173.8203
65.753,63.3813,-95.9622,-178.5683,176.1128,65.4865,82.1059,177.8253
96.1131,-61.0952,-66.5322,-176.4301,176.3257,65.4234,81.3786,179.4815
65.8327,-177.7247,-174.8537,-62.1204,-59.5873,-61.6038,112.0314,-75.7791
171.8116,62.4953,168.3098,62.2665,66.4178,-89.1291,158.5824,-173.7054
170.026,54.6568,69.9217,172.4525,64.6016,62.8313,152.0951,-86.6354
65.7865,-177.0577,178.7802,61.8594,58.0637,61.2067,112.3923,-75.7971
-59.1667,-59.3876,-168.6299,-61.5933,-60.5653,-61.7787,86.3794,85.5752
70.7397,-172.8336,-173.534,95.5947,-61.379,-176.5523,84.8931,86.1251
178.9509,-64.4575,-169.2504,-61.407,-59.8422,-61.6691,123.7613,76.1418
67.0214,63.5296,-98.5559,-70.6167,-179.4526,179.4425,82.098,177.8988
96.023,-61.8557,-64.5179,-62.8125,-175.6449,-179.8931,81.2597,179.4114
-62.8948,-134.955,179.7604,-179.1158,179.9732,179.9988,169.8126,-72.5573
61.8565,-99.8951,175.7709,61.146,62.2664,175.8547,77.1696,172.4558
-62.536,-136.7937,72.0121,69.2404,177.7722,-179.745,166.8733,-171.7141
-62.7858,-173.5533,68.6553,175.9007,-95.8165,62.3509,74.7693,172.2857
177.3603,-65.6814,-65.2285,91.8941,175.4616,66.6518,151.5209,-179.9707
172.2451,51.2131,63.44,64.4388,175.5228,179.8798,118.2317,76.636
61.6647,53.1972,67.9938,179.4327,-66.5322,-176.6777,87.8961,86.0868
62.1493,60.6678,173.1924,174.2254,63.5704,-90.8574,80.767,176.2285
-62.0965,-171.2727,74.0785,-175.0034,-62.4312,92.7663,75.7646,173.1667
172.5855,61.899,-96.5705,176.6851,65.3356,176.4724,152.035,-86.2827
-178.5577,-167.9806,-74.2083,-167.9731,-62.3475,-62.7116,107.8923,-177.1211
61.9787,60.5171,174.7766,179.9833,93.2602,-62.8416,80.4206,175.7566
171.0822,54.0147,68.2353,179.8543,-66.2227,-176.6383,125.7065,76.2881
-81.5483,64.5393,167.3143,178.9123,179.4791,179.9479,144.8988,-85.2012
-62.2455,-64.3586,93.6344,178.3261,-179.0296,179.9882,86.4066,85.6184
61.6805,-99.5844,179.9662,-177.2967,-62.7508,-61.8322,76.8754,172.1676
61.6887,-99.4554,179.7758,174.4183,62.687,62.1852,77.0018,172.3322
70.1088,-174.6312,-173.6781,-63.16,93.79,-179.8509,85.024,86.0064
69.2838,178.8633,65.9618,65.6765,-94.21,-179.0696,83.438,178.598
62.8628,-102.3472,-72.6374,179.3323,176.3142,65.3054,77.452,173.0868
141.8952,62.04,177.3065,176.3975,62.3815,61.9565,67.936,168.8916
173.9199,-93.4156,67.3129,64.0419,176.5577,-179.6869,154.3176,-84.2777
176.5295,-68.3948,-64.8003,96.4155,71.6285,179.6288,151.4252,179.6831
62.903,-102.8786,-72.3996,179.5323,-177.7742,-65.4643,77.4015,173.0221
-64.6921,-176.2581,64.0791,-97.5106,-178.4096,-67.3239,69.4016,170.2995
-178.1541,-166.7908,-69.7997,-58.1788,-174.1497,67.8582,106.4852,-176.7685
-58.4818,-57.5517,-60.1899,-58.6973,-61.9065,-175.9007,86.2661,85.7183
69.5608,177.2105,63.6407,176.6016,61.0213,57.6844,-62.2599,-179.2946
140.5476,-177.9364,-175.2075,-61.8823,-59.5733,-61.5687,70.612,169.4299
96.4517,-62.1161,-66.579,-170.9015,-65.9892,-177.0903,81.3013,179.3557
-179.761,-174.3018,178.4953,62.1722,58.144,61.2976,102.1763,87.2173
176.4336,-68.9741,-169.2375,-62.3703,-66.3328,89.4352,152.8214,-179.0401
59.2672,-95.3857,179.6675,178.818,176.9102,65.4535,153.5189,-83.7878
-59.1341,-168.4982,97.2033,-63.2694,-176.7043,-179.748,81.7622,87.2531
59.3118,-95.4246,179.6217,178.8099,-177.1657,-65.4913,153.4986,-83.7923
175.7392,-70.941,-176.802,93.2535,-65.4302,-63.8398,152.135,-179.7292
59.9413,-96.2124,-74.7509,179.5058,179.2289,179.9761,153.629,-83.6781
65.0863,63.8189,-94.9991,-178.2575,179.2025,-179.918,87.7033,85.4344
62.2004,60.5738,172.4701,179.4019,-94.7475,62.527,80.7994,176.1492
176.6505,-68.4548,-169.4536,-64.6286,91.7395,179.3267,151.6192,-85.9234
-64.2934,-70.0826,-100.1654,64.5513,177.2193,179.9043,151.9676,-178.8429
68.2334,179.4309,67.7604,-93.715,-176.2559,-66.8466,76.4251,173.1184
-66.1102,80.539,172.7372,-179.775,179.6122,179.9172,86.2938,85.2758
-62.3918,-139.0684,-174.9889,-61.6068,-61.9556,-175.7314,167.5652,-170.5064
179.9338,-175.5919,-175.6429,-62.3318,-59.5175,-61.5836,102.2648,87.0034
59.3212,-95.3339,179.6541,175.579,65.9895,176.7286,153.5564,-83.7538
59.2926,-95.2075,179.8,-177.8418,-66.0852,-176.7446,153.4924,-83.8195
178.6498,-177.1598,-178.4972,64.7321,61.4389,-93.7091,117.6043,-178.7976
69.7405,-176.2499,-178.5491,-93.3628,63.1994,175.1028,85.2495,85.9291
58.7168,51.523,71.7945,69.521,169.1563,65.0956,152.477,-171.4504
61.8125,-100.0968,176.3001,64.3246,173.0238,65.3158,77.1844,172.3946
59.3938,-96.4021,174.9861,64.104,176.2921,179.8728,153.8743,-83.7652
-60.621,-62.2125,-172.4029,-178.9068,94.6808,-62.5245,153.9469,-176.0363
95.5714,-62.1403,-170.7289,-61.406,-62.2282,-175.9389,159.32,-171.9754
176.4304,-69.4802,-67.0936,-174.4949,-93.5611,63.1668,151.6964,179.652
171.2586,63.5137,178.1115,-63.1336,100.6133,71.3198,159.7586,-172.5615
96.3771,-60.6827,-66.6656,-179.7776,66.1533,176.5756,81.3543,179.5485
-60.4782,-62.2676,-174.9196,-179.6409,-94.2328,62.5835,153.8804,-176.1503
139.7496,-71.506,-175.0978,-62.7082,-62.0171,-175.6805,68.4071,170.3751
141.7885,62.2818,173.5677,62.6838,62.5221,175.9958,67.8153,168.9058
-58.4713,-57.7816,-62.5875,-170.0515,-62.8338,-62.7049,86.9932,85.5387
66.6301,63.4097,-97.4966,177.4396,65.4169,176.4887,82.3117,178.1176
176.8744,-67.1582,-64.8202,94.1471,-177.3613,-64.6212,151.4697,179.7969
59.4352,-94.7703,-175.886,-67.1823,-176.6828,-179.9923,153.1463,-83.8683
61.9902,61.1282,171.0783,90.3902,-64.7608,-173.8812,80.7121,176.1304
-67.685,-98.3447,66.1468,65.0023,176.789,-179.6972,154.6986,-178.9709
92.2249,-60.3814,-170.8116,-64.8842,-176.4743,-179.9472,83.5477,83.9928
-60.7204,-62.8446,-170.3223,-89.0772,65.3227,173.5494,153.9803,-175.9333
-62.6063,-155.2512,-65.3523,92.6065,177.7282,-178.8792,68.2143,174.0899
-40.8133,-171.1613,-178.915,-179.8375,-179.8151,-179.985,-58.4392,-171.464
179.7172,-177.2501,73.3815,95.8838,-63.3777,-176.6272,115.1257,179.819
177.3353,-66.4927,-62.9933,-169.1496,-64.5736,90.454,151.5958,179.9428
-58.2073,-59.8838,-178.1691,62.4877,59.3187,61.456,86.3221,85.5744
142.4433,177.8035,61.5854,62.5285,178.6286,-66.235,69.7343,168.6758
62.9235,-102.7661,-72.6674,-177.541,-67.4218,-176.934,77.5819,173.1793
92.864,-59.523,-174.2064,-179.2528,-176.7235,-65.3783,83.3143,83.9379
175.3603,-72.188,178.9052,63.2594,65.0822,-90.503,152.3804,-179.8625
-60.6225,-62.141,-173.2374,-173.9691,-63.4181,91.6547,154.1194,-175.8934
177.3071,-66.4942,-62.6769,-173.699,95.8586,-62.3273,151.654,-179.7932
-60.1567,-170.5188,-173.5826,-63.3774,93.2953,-179.9191,83.5588,86.3027
171.6553,60.2981,167.8172,65.2757,-90.7207,-179.0895,152.0135,-86.4482
92.9253,-59.5471,-174.2874,-179.4066,177.1912,65.4953,83.3091,83.8146
-62.6801,-171.7562,179.8915,61.9687,57.7399,61.0872,109.0879,-75.6439
170.9312,62.2249,177.4286,-92.7256,66.3857,63.5085,157.6844,-173.8688
96.2592,-61.7177,-174.7781,176.5726,62.8585,61.8685,158.8952,-172.3232
58.7243,57.9052,175.7516,-63.8889,-58.9252,-61.357,146.8074,-85.2196
-60.3862,-61.4365,-172.7561,94.9821,-62.8942,-175.9004,153.5408,-176.3651
139.8816,-71.7104,-175.8579,-66.3811,-173.1774,-65.3939,68.3272,170.2784
-179.9449,-61.5503,-61.7465,-170.0066,-62.7566,-62.5736,122.2879,76.5892
141.7082,61.7825,179.4907,-62.5487,-60.3764,-175.388,67.9103,168.9896
93.2419,-59.4716,-174.4809,177.147,66.1511,176.6417,83.3648,83.8306
176.2527,-69.8573,-174.2386,-179.254,94.6047,-62.4695,151.6656,-86.0016
63.2087,61.3718,169.0696,62.0253,60.2804,61.8061,88.1263,85.4913
176.1038,-70.1632,-176.881,179.7964,-94.5482,62.5717,151.7222,-85.9982
-60.4135,-62.5185,-174.3781,175.2226,63.0505,-92.6216,153.6204,-176.3386
175.8589,-71.3684,-175.196,-92.3109,63.5531,174.6237,151.6919,-85.9809
-61.6993,-62.8074,-168.4909,-61.3897,-60.3895,-61.774,146.9142,-85.5617
171.8194,40.3378,178.2603,178.7243,179.9771,-179.9901,-72.9011,172.0152
-58.3543,-56.82,-62.723,-178.9652,63.3895,61.8504,86.7499,85.6403
67.1446,-177.7072,71.9962,-176.9137,-62.4607,-61.8376,110.6477,-75.744
67.1245,-178.1264,68.8004,64.8837,172.6088,65.4217,110.1541,-75.6767
179.3288,-65.65,100.3293,-178.858,-178.7161,-179.9325,-65.0671,179.3832
178.2914,-67.0871,-179.1225,62.6554,59.4352,61.3818,123.8745,76.2304
62.3752,-97.6935,-172.7292,-63.6241,-63.2833,-176.0804,77.4948,172.7118
141.3041,-70.3314,-68.2444,-176.0297,-177.0856,-65.2828,68.7079,169.7874
-60.52,-64.0511,-179.0805,62.224,-97.4285,179.3195,152.3737,-177.1966
-58.5386,-57.3599,-60.0661,-61.6846,-178.5272,66.281,86.275,85.7869
141.157,-69.3545,-63.7708,-61.4718,-175.1975,-179.8369,68.6532,169.9696
177.2434,-66.0043,-64.981,92.4023,178.9075,-178.8967,150.7433,-86.3899
135.2201,-177.4037,-86.7877,-179.5727,175.8626,65.2042,69.1101,172.1636
61.3158,60.6095,178.3307,-62.6909,97.9741,-179.3756,79.8651,175.2994
-59.9036,-59.3608,-68.9578,87.0312,176.9056,-179.2802,152.4378,-177.1584
-179.1116,-58.5031,-59.0779,-59.6085,-62.249,-175.9055,120.2627,78.321
139.714,-72.716,175.9676,65.1355,179.246,-66.1935,68.1746,170.2695
