D1,D19,D31,D40,D49,D61,D28,D58
93.4168,-63.8113,-170.2552,-65.0683,-179.2116,66.1882,149.4441,-85.6912
177.835,-176.4544,179.5231,73.0842,97.5056,-62.7593,-64.7076,179.0254
-59.6228,-170.59,72.1542,177.8634,-95.5624,62.4465,82.5067,86.6081
70.2286,-178.3486,70.1423,64.857,-98.1437,179.9304,83.4656,86.4876
63.4732,-99.6386,-71.4053,-67.2998,-176.673,179.8081,83.8264,86.8005
94.7981,-63.8141,-63.2376,-58.9314,-61.4596,-175.7121,155.5751,-175.4909
-86.4843,58.0975,67.159,177.2845,-176.1087,-65.5071,155.5616,-172.0099
-59.6377,-170.2736,74.4313,-175.2271,-62.5008,92.8253,82.7523,86.5782
63.2924,-98.4196,-73.8633,176.2899,65.2819,176.492,84.6671,86.8112
177.7732,179.6487,68.0016,-177.7838,-62.1381,94.2709,-63.7075,-179.4007
-67.2,-92.4306,67.1577,62.9279,176.1734,-179.8165,151.389,-83.9968
59.1662,53.9972,69.672,172.0269,64.5371,-92.5685,156.9274,-173.2424
69.3375,84.8688,-68.7477,-58.4136,-61.7699,-175.886,158.2033,-174.0992
-59.8814,-59.0931,-63.7521,179.6826,62.0742,-95.0418,152.9553,-176.6831
67.2663,85.5706,-64.1734,-172.9059,66.2108,62.7519,157.8225,-175.1024
170.8244,60.1723,176.6633,-63.2939,101.3393,71.2744,151.4374,-86.3907
177.8764,-177.1418,-175.2249,-62.4889,-65.3593,89.7988,-64.561,179.5722
-86.6052,57.9416,67.0424,177.4614,177.9215,65.7822,155.5122,-172.4053
174.3614,85.1062,-67.1036,-170.0069,-175.5017,-65.003,124.5066,75.5567
95.0414,-63.6668,-63.4243,-62.1832,-171.9121,-65.1074,155.488,-175.8064
170.92,59.4019,174.6353,-94.4287,65.4737,64.5447,151.1363,-86.3947
179.2233,-67.3411,-59.5733,-57.3709,-59.2731,-61.7246,-65.9391,178.9193
-63.1315,-145.4383,-72.8414,79.8335,169.4232,63.3125,69.0165,175.9468
172.3404,63.8448,-97.0943,-179.2401,95.8697,-62.4304,159.7926,-172.6927
175.2951,87.4318,-64.5531,-170.7981,178.6296,65.9086,124.6955,75.5285
179.6972,-177.4622,69.2373,62.9155,63.923,-91.7934,115.5857,-179.4303
-64.6243,86.2097,-176.667,-65.352,-175.6911,-179.903,152.9487,-84.4052
62.1184,52.782,64.4779,59.2078,58.1921,61.6008,87.3142,85.7282
60.1843,-99.8028,174.3211,62.2938,-93.7419,-179.9421,156.0759,-179.392
-67.8802,-95.8426,65.0671,176.6376,-68.2205,-177.1619,152.716,-83.8304
-62.2273,-169.5424,-176.143,93.142,-63.7328,90.2776,75.8756,173.2769
173.4961,-95.1927,67.6349,-90.8679,-71.7236,-179.4734,154.7784,-179.8446
-83.1962,63.771,-99.8386,177.9552,178.2302,179.8427,71.9493,173.7373
96.8695,-62.4229,-177.6101,67.4322,173.1775,65.404,149.3342,-85.7443
-60.9059,-163.4301,-71.2497,-57.4932,-57.6893,-61.5877,75.8351,82.1339
-61.7937,-161.5673,-68.3478,-58.7372,-168.5273,-64.3326,101.5499,-76.1962
178.6984,-68.6638,-62.8831,96.8354,179.3289,-178.9229,-65.7409,179.2392
179.0599,-156.938,-66.254,90.6763,176.8894,-179.0042,-61.0494,178.4203
-61.7012,-160.5536,-66.5954,-58.4866,-175.0069,67.4916,101.118,-76.472
-66.0079,-95.4786,66.1913,171.3049,65.5687,176.6852,83.6661,86.0751
69.0696,84.8045,-68.8365,-60.4814,-170.6246,-64.9469,158.2836,-174.2764
60.0246,-98.6729,178.0045,178.4683,-94.7796,62.4592,155.8413,-179.3033
94.9118,-63.5497,-63.2521,-62.4732,-178.017,66.3575,155.5513,-175.6924
-64.5537,-174.1153,-87.7441,173.779,61.2584,61.886,106.7772,-75.9009
178.2143,178.0974,89.1691,-66.1014,-58.0682,-61.3873,-65.2669,179.1851
70.4138,177.4232,89.1445,-65.609,-59.6476,-175.2345,-64.744,178.5989
173.5713,-101.126,64.555,-179.3742,-62.3342,95.5075,156.4661,-179.2806
94.1832,-65.6556,-63.8966,-175.185,179.8054,-179.9292,-66.0993,172.0397
-59.2489,-167.7563,109.5065,-65.4146,-70.5297,-178.9679,79.5443,88.5346
-81.1642,65.8272,166.8868,-63.4595,-55.6629,-60.8324,71.6586,173.3425
-86.5566,59.0188,67.584,172.1229,66.6586,176.9014,155.2988,-172.6515
60.0475,-99.1756,-179.0115,178.576,94.3592,-62.8077,155.9344,-179.3289
60.1288,-98.2516,-174.7908,-63.6509,95.2514,-179.6308,155.6102,-179.2188
95.5436,-60.704,-171.7535,-63.7636,93.6991,179.8436,81.0847,179.4918
-65.504,-94.9467,66.345,63.4102,176.3595,-179.8224,84.1462,86.1463
92.9397,-63.9173,-62.7621,-62.426,-175.2929,-179.8377,148.4623,-85.4857
173.2925,87.1673,-65.7853,-171.4818,-61.0105,-58.6292,153.967,-84.7871
93.6006,-64.4443,-64.9404,-170.5985,-65.644,-176.9817,148.6427,-85.6509
170.7551,55.4964,174.9959,-66.4048,-64.3122,91.5457,147.2736,-85.639
-61.9722,-162.7618,-71.905,-168.6416,-62.5185,-62.3592,102.7186,-75.4617
178.6189,-178.9117,-89.4659,-74.2693,176.0069,64.8882,100.2625,84.8974
61.2342,53.6908,69.057,173.7583,94.1361,-63.587,80.0078,174.8991
142.7334,54.9881,67.0708,58.4284,60.1128,175.615,68.9217,166.5819
-177.5895,-172.3348,102.9359,-65.1282,-67.5979,-64.6823,107.5592,-179.4592
59.6763,52.0645,74.3799,-90.6444,-68.658,-177.9672,156.9341,-172.3231
59.7007,51.1222,73.9343,-89.4107,-179.8098,65.4841,156.4337,-172.2855
178.4915,-179.1681,-89.869,-72.0714,-68.5172,-177.6153,100.1622,84.7945
95.6341,-59.8797,-173.9425,-178.6626,95.0686,-62.3644,81.0596,179.5412
94.1421,-63.255,-65.247,-178.9641,66.4255,176.7109,148.6743,-85.6453
70.1869,86.8578,-64.1629,-171.0624,178.5281,65.8318,86.8432,84.7602
59.5699,51.486,72.8594,-90.1988,-177.1582,179.1113,148.076,-85.5814
175.3342,88.3409,-63.7628,-172.482,70.1836,177.8477,124.7686,75.567
71.4382,86.1883,-67.9043,-58.8807,-61.9902,-175.9529,82.4783,178.5515
-64.4757,87.936,90.5728,-179.9309,177.7614,65.7431,72.7962,171.775
177.0502,-65.5894,103.6668,-173.8337,-62.9258,91.8734,152.3266,-178.8512
73.6034,-158.6726,-70.2986,-67.2215,-65.143,-176.4245,-55.1644,-176.8617
61.52,53.1143,67.8093,171.0715,64.7214,-92.0426,80.2892,175.1725
95.7347,-59.7343,-174.359,94.9709,-63.0334,-175.871,80.9996,179.4544
62.3688,53.5633,70.5714,-92.8269,-177.8471,179.0068,87.7623,85.9726
96.992,-61.0028,-174.7695,-93.2301,63.6516,174.7603,80.7008,179.2618
74.8919,-159.0533,-63.4611,-60.7993,-64.5338,90.0859,83.6268,-177.4507
-65.3721,-64.0716,98.2474,66.2058,61.2932,61.2093,72.1109,170.7242
141.4421,179.0243,90.8199,-65.3311,-61.228,-176.5639,67.5295,170.4456
177.1115,-65.8387,104.2069,175.8734,63.6832,-93.6948,152.3435,-178.9112
-61.1246,-156.7679,-64.0185,-60.657,-64.693,89.751,76.9132,176.7925
179.2168,-59.2341,-59.1105,-70.2795,86.7968,176.7966,150.3545,-85.2544
141.6501,-87.7283,65.7339,174.8393,176.575,65.2401,67.0959,169.532
62.3493,63.848,-93.8843,-172.2971,-63.0984,-62.545,147.9491,-85.6143
178.2738,-63.5833,102.9263,71.6551,177.4578,66.5056,123.6816,76.0161
-64.5824,87.7173,90.3842,176.1856,66.8864,176.6196,72.6627,171.4767
74.3458,-162.703,-75.1956,-71.5025,178.5097,65.2543,-58.3585,177.6883
61.992,52.4892,71.6083,-91.8723,179.7244,65.2931,79.975,174.1689
141.1596,56.8734,73.6619,172.6116,64.202,62.1659,68.6979,167.4849
177.4747,-176.6996,-85.8394,173.2701,63.0297,-91.1906,117.3172,-175.1232
138.3147,72.6715,-74.2016,-169.4947,-65.481,-176.8417,67.9691,170.126
70.2806,-136.4707,73.2613,-179.6095,-176.3475,-65.3637,169.643,-72.711
169.9641,52.7304,73.8336,-91.1629,-66.1258,-64.1623,156.1901,-173.4144
59.4611,51.3236,66.3556,62.1342,59.1398,61.3627,144.8087,-84.4689
179.7768,-171.7007,-80.0406,-174.1818,-91.1595,64.973,111.0954,-175.2869
66.826,86.3472,-63.6,-170.6715,178.5127,65.9017,152.9312,-84.8473
172.1818,64.4836,-93.6588,-173.3241,-63.5636,-62.7297,125.8486,75.9999
178.4814,-174.7449,-82.9815,-173.3582,-64.4896,92.7902,114.0769,-175.0519
-87.2868,54.9555,67.6482,68.2932,176.4475,-179.963,149.1448,-175.4184
-62.5144,-171.4859,-177.4897,65.3099,61.4412,-94.2816,109.3586,-75.4992
-64.4703,87.4432,92.7005,72.4979,-179.7372,-179.4754,72.5389,171.6198
61.3399,51.8285,68.1096,-178.1335,-62.288,94.1813,79.2538,174.1332
70.1907,86.0248,-67.2653,-60.7091,-175.6951,179.8882,86.8697,84.7471
71.2215,-178.6648,92.9351,-66.4234,93.8629,-179.4583,84.0563,179.4275
137.1974,73.5271,-72.5512,-172.6935,-176.321,-65.2208,68.0685,170.6093
171.915,53.6631,71.1704,-91.2273,-177.403,179.0466,123.6041,76.6021
174.4933,179.2578,-86.5085,-75.063,-177.1319,-66.174,133.9158,-85.2199
-62.197,-139.5226,-178.3861,-178.5677,94.7313,-62.4952,167.6126,-170.238
59.1486,58.7421,169.1261,64.9106,-93.5257,-70.6085,148.5916,-85.6913
69.1765,-175.9222,94.1911,-65.1311,-172.3763,-65.1349,107.7962,-75.0354
-86.4308,58.2125,66.7022,176.4569,-179.3642,-179.862,80.7585,85.4599
-64.6586,85.126,-174.565,-61.7146,-59.7656,-61.6889,157.3195,-174.9515
142.7433,54.6544,68.5471,61.2483,167.1419,63.5836,68.9149,166.0082
175.9078,-179.3296,-179.2704,65.02,61.012,-93.6226,134.8552,-86.0683
62.5894,60.1022,174.3398,-66.0783,-61.5505,94.6298,86.9688,84.9546
-80.306,65.8806,163.0415,61.509,62.9749,176.3474,145.0646,-85.2645
177.7447,-179.6376,61.3871,-97.8221,-73.7,-68.4031,-65.3199,179.6792
-62.0291,87.5154,89.8332,179.8016,-179.1497,-179.7301,84.915,84.936
-81.3337,64.5494,167.0568,174.8996,61.9088,62.0587,144.7792,-85.1885
70.0225,179.8266,61.131,-97.3206,172.426,63.429,-65.093,179.2848
139.8169,178.8913,66.9524,177.2243,93.2561,-62.4451,66.9538,172.4832
92.0932,-62.2179,93.5374,179.4407,178.7966,65.6284,82.0742,179.7286
-62.4896,-138.1398,-174.7731,-62.2197,95.0554,-179.6571,167.5683,-171.0116
90.9716,-63.524,95.2393,71.8463,-179.8229,-179.3238,82.3565,179.7025
178.8772,-172.7676,-80.1405,-61.514,107.3736,-176.3313,113.5095,-175.2188
-80.1182,66.2775,163.6465,64.6403,173.6692,65.4563,145.1422,-85.3602
70.3509,-136.3297,73.6933,177.4303,67.2637,176.8271,169.4017,-72.8432
174.5432,179.2546,-86.6025,-73.4889,-69.3402,-177.8321,133.917,-85.038
169.9687,54.0746,69.5204,173.7762,93.2587,-63.8753,152.0845,-86.6176
-58.6774,-59.3229,-170.8041,-64.2388,94.4827,70.619,86.3546,85.6434
65.8949,-177.4101,-175.1933,-63.4198,96.1899,71.1491,111.9132,-75.7552
67.823,65.9835,-100.3248,-90.0528,63.2817,177.0436,164.3337,-170.0563
173.6371,63.9863,-97.2429,-71.6614,-176.8146,-66.4985,126.6412,76.0503
141.8439,177.9288,65.1498,-93.476,-177.506,-67.329,67.4306,170.2236
69.8186,179.4147,61.2051,-96.9716,179.0182,-68.3542,-64.8324,179.5452
173.8311,63.8993,-97.5887,-72.1299,176.3296,64.6834,126.5286,75.9965
-60.0674,-57.7641,-59.6508,-59.5817,-66.5138,88.9587,76.628,173.6076
-60.1747,-58.6909,-62.5718,-64.8251,93.4927,69.3325,74.5979,172.0136
172.2216,51.2516,63.8753,61.4869,58.4388,61.285,117.4153,76.8039
59.3599,-96.2597,174.5142,60.7449,59.5608,61.6416,153.6944,-83.7419
-66.6822,79.7209,171.7693,175.9556,62.0009,61.9906,86.335,85.319
-62.9596,-134.9667,179.9859,-175.2765,-62.6576,-61.9283,169.6749,-72.6074
177.0438,-163.4361,-76.1714,-68.4702,-62.6311,-61.7605,-59.0056,-178.7856
68.9917,-175.9307,95.927,-63.5182,-177.7617,66.9801,107.8357,-75.2665
-62.9544,-134.7544,179.6262,176.7984,62.595,61.9289,169.6922,-72.6227
169.8721,50.7466,66.3611,64.3665,63.5838,-93.1139,150.7346,-177.2498
-41.6435,-161.6319,-72.3256,-176.5912,179.7479,179.882,-56.8121,-173.0003
173.6332,64.1134,-97.489,-68.9404,-66.9982,-177.0194,126.7448,76.0049
141.9035,-89.0403,64.7168,177.1775,-68.1123,-177.042,67.0543,169.4729
58.8817,59.0817,168.9408,88.5992,-66.1509,-61.7807,148.2756,-85.5816
139.5392,-71.33,-174.4093,-63.4451,94.8758,-179.7295,68.3839,170.4918
-68.2121,77.7455,165.9202,62.0063,62.5943,176.2333,86.4428,85.3104
-63.3368,-132.8867,174.3926,63.4287,63.3447,175.9349,168.0244,-73.5311
142.0499,62.0322,178.5614,-179.4087,93.3152,-62.7663,67.987,168.7027
-79.9645,66.4249,163.2073,64.558,179.5868,-66.0796,145.2108,-85.2696
66.3751,-175.6688,-177.697,94.6394,-64.0137,-64.8644,111.7924,-75.6769
92.6035,-60.3648,-170.7484,-61.6244,-59.7485,-61.6208,83.3938,83.8477
-58.5667,-59.1688,-173.3766,73.0673,97.0236,-62.8779,86.1625,85.5291
176.3697,179.9627,70.6515,97.0333,-63.5012,-176.7528,134.774,-86.8557
136.4102,57.2793,73.5163,176.1754,-179.6823,-179.8301,65.7271,71.0096
65.5926,-177.3509,177.602,63.3747,-97.1736,-71.1624,112.7139,-75.9322
170.0292,53.8824,69.0266,171.3959,64.852,-92.0396,152.1343,-86.6085
-68.5786,77.71,166.4799,65.2547,173.3054,65.3965,86.4133,85.3091
-81.8495,64.3557,167.6292,-176.9405,-63.0695,-61.7904,144.9182,-85.1581
173.6114,64.0821,-95.8551,-92.5773,65.5729,67.069,159.9707,-172.7648
-42.6279,-64.8384,-172.137,-65.9103,-176.5354,-180.0064,-60.383,-168.8013
174.3423,-92.6206,68.7666,61.2587,59.7536,61.3816,154.021,-84.3431
71.2288,-178.8621,99.923,-63.4821,-178.5292,66.6703,-65.4901,177.2715
61.5767,-99.4742,-179.6833,-175.7141,-63.1583,92.1728,76.8286,172.1488
65.6772,-178.3454,-177.3434,-91.219,65.5376,62.906,112.0944,-75.8205
64.2086,64.3086,-93.7435,-172.5989,-63.2218,-62.4659,87.7668,85.3832
-61.4712,-64.7177,92.5884,172.6908,63.6823,62.4017,86.553,85.5104
-41.0422,-170.783,-173.7607,-61.9898,-62.7232,-176.2467,-58.2811,-171.2191
-42.1405,-64.9381,-175.9822,179.5987,177.1218,65.4164,-60.5494,-169.0582
95.7861,-61.635,-173.3504,-178.6207,94.9991,-62.4213,159.0977,-172.0981
-65.5095,81.5716,174.2679,-175.1522,-62.6519,-61.8692,86.2666,85.215
-67.4767,-98.0389,67.1433,62.4672,60.1064,61.4722,154.5612,-178.9252
-61.2347,-171.0928,-86.0533,-93.2955,63.6524,176.2181,82.4267,85.5055
-58.5694,-59.8146,-170.6193,-88.7046,66.4158,61.6575,86.4157,85.621
-40.7493,-170.8356,-178.4529,-175.8416,-62.446,-62.1405,-58.1177,-171.7419
-42.1188,-65.0223,-176.2113,-177.2798,-66.1009,-176.7139,-60.7261,-169.0833
64.638,41.986,178.0832,178.7806,-177.1032,-65.5308,-71.7108,169.3948
-58.5731,-59.8428,-173.5956,-71.783,-97.3367,62.8395,86.5287,85.5328
67.1915,87.1844,-62.877,-172.4559,70.0987,177.9322,152.9941,-84.7811
175.8927,-179.5725,178.6253,-72.7791,-97.0663,62.8599,136.0439,-86.4385
171.7344,81.0566,-68.9174,106.2486,74.5535,-178.8277,159.6387,-173.1692
-179.8986,-175.7007,-179.3571,-72.3417,-96.9055,62.8995,102.3392,86.8144
60.1024,-93.0554,-171.3158,-62.683,-60.2448,-61.6257,152.3769,-83.8352
68.2358,86.471,-66.4116,-61.0748,-175.8982,179.8716,152.3301,-84.9164
-58.4906,-57.4316,-62.2389,-169.7088,-64.6921,90.6116,86.7024,85.4993
64.6515,41.9122,178.0226,178.7682,176.8741,65.411,-71.7684,169.4693
-62.8841,-172.2936,-174.8553,-63.6109,95.737,71.0818,108.8638,-75.6699
136.331,74.7392,-71.284,-174.8997,68.8156,177.3333,68.0859,170.9299
-58.1642,-60.0069,-177.7103,63.0221,-99.5424,-71.259,86.3703,85.5022
-179.8084,-60.6472,-67.313,87.4744,174.0346,66.3324,122.5835,76.6262
64.7836,41.9211,177.7339,175.396,65.738,176.6376,-71.7628,169.5761
-42.0308,-64.9977,-176.2283,176.3471,66.0211,176.6718,-60.5602,-169.1479
-57.8809,-56.653,-70.0704,85.4088,173.2789,66.1931,86.9109,85.6315
-65.2017,-66.0875,98.8341,71.6454,-176.6572,-64.7442,146.042,-85.3874
-41.6623,-65.3492,-179.353,65.7649,176.4233,179.9786,-60.8843,-169.3007
-40.9323,-170.6954,-174.3146,-65.0402,-173.3101,-65.3559,-58.1623,-171.3976
174.3162,-96.6142,67.3562,65.4284,172.2667,65.4369,131.9102,75.0314
70.6388,-176.2601,-177.2887,-91.9018,63.4185,-91.8855,84.1722,179.556
-179.8919,-174.451,-179.2723,72.6561,96.5076,-62.7511,102.1658,86.7639
-40.8189,-171.2054,-179.26,176.0659,62.6663,61.9614,-58.582,-171.4821
174.1102,-96.9317,66.1721,65.7142,-179.7581,-65.3772,132.1487,75.1089
178.8521,-171.8766,-78.5159,-89.1512,67.1003,61.7581,115.0989,-175.8642
-58.4639,-57.1245,-61.5315,-173.883,95.878,-62.3174,86.7121,85.6345
-62.9924,-66.3981,93.9504,173.7482,63.669,62.3971,145.5481,-85.2384
173.0157,63.1346,170.3764,64.7165,-94.3819,-70.7444,126.2546,75.9538
141.1847,-69.3941,-63.1285,-57.9321,-59.0281,-61.6027,68.6619,169.8968
141.7,62.2613,178.5277,-174.116,-63.1801,92.0845,67.9724,168.9455
178.7233,-66.093,-174.2455,-71.7338,-96.7284,62.8665,123.9749,76.0849
133.4207,179.6833,63.0162,59.5254,61.7273,176.0079,67.7055,73.6709
-62.7282,-64.7049,94.5592,-177.5159,-62.1676,-61.5137,86.4372,85.5509
71.0541,-175.1512,74.7603,99.1617,-64.9299,-67.0903,84.8861,86.2032
-62.3972,-157.4906,-65.7086,96.357,69.5162,66.539,69.3998,173.0568
-64.558,-66.0626,98.0556,68.1771,66.481,176.7867,146.0753,-85.4286
-40.5186,-175.085,65.9805,175.5506,176.5286,65.3326,-59.4234,-171.6329
-68.8063,77.2545,165.8219,65.1736,179.1083,-66.2497,86.3788,85.2815
64.5452,42.1669,178.2992,-177.8866,-66.1592,-176.6964,-71.8445,169.2467
137.7263,62.4767,177.3956,176.1769,62.1934,61.9547,65.0794,71.2502
178.0973,-66.0705,-89.3056,68.028,170.5104,64.7074,125.3255,77.77
-40.4506,-174.4273,66.8619,172.1359,65.3523,176.6154,-59.0122,-171.8569
-40.5999,-176.2479,60.8739,61.1633,175.2625,179.6933,-60.1738,-171.5502
-40.5766,-174.8493,66.6102,175.7708,-177.2447,-65.634,-59.3483,-171.6084
175.8891,-97.7527,64.6023,178.2222,-64.1198,-61.9181,-62.597,-171.6821
170.0926,51.1677,73.2385,-89.1182,-173.32,-66.2404,151.2734,-86.7353
-58.3584,-59.0049,-175.01,92.9055,-65.5208,-63.888,86.3006,85.5211
169.8817,52.5945,69.1999,-178.3297,-62.0626,94.2198,152.1596,-86.5628
175.9739,-177.6785,178.132,93.9334,-64.4964,-64.0672,135.5797,-86.5388
171.8846,40.2735,177.9553,174.5421,62.7178,62.1434,-72.8525,172.0403
-61.2617,-143.1505,93.4009,-65.1693,-174.8293,-65.62,167.9031,-171.5418
65.544,-178.2156,-175.0895,-63.1719,-65.4435,89.9864,112.2659,-75.8228
66.1969,63.715,-96.7092,176.6215,61.934,61.6303,87.4169,85.3024
-63.4936,-64.61,97.1175,70.2528,175.1266,66.2125,86.2465,85.5719
-62.9147,-172.9897,-178.3883,-71.9183,-96.5733,62.9256,109.5904,-75.7301
62.5271,61.08,170.8725,64.3246,-95.146,-70.9161,88.0887,85.5066
175.6597,179.405,-179.8839,-92.5311,65.394,63.4681,135.3922,-86.6143
-62.8309,-171.6327,-178.1372,72.7407,96.1621,-62.7345,109.047,-75.5927
-61.7433,-170.7508,96.4787,-63.0923,-178.2223,66.8103,105.4438,-75.7317
66.8093,-176.4908,-179.0428,-176.452,-65.7607,-176.9815,-40.1087,-75.9212
171.6443,40.3895,178.3779,-177.0343,-62.6514,-61.8721,-73.017,171.7466
89.7563,-61.624,94.348,-179.8477,-178.331,-179.9382,84.1904,83.9586
170.1894,51.631,74.222,-89.0546,-179.6532,65.5682,151.6994,-86.6356
-179.8212,-60.9,-60.575,-173.6486,95.82,-62.2993,122.2114,76.6008
94.4994,-59.3058,-177.9005,63.1895,59.2633,61.3293,82.8449,83.9116
66.9214,63.7347,-98.5703,-71.3037,177.0015,64.855,87.2631,85.3578
176.9537,-94.0166,67.8969,61.2722,62.5836,175.7154,-63.5497,-173.0154
170.1205,52.7198,74.7279,-90.5003,-68.1968,-177.6663,151.9096,-86.5154
60.1668,54.9609,74.2309,66.7666,-102.9648,177.6018,79.8105,177.6499
-40.9623,-170.6957,-174.2208,-65.2379,-179.1774,66.2241,-58.1483,-171.4309
-63.7763,-69.2274,-99.4469,65.6141,64.5545,63.0679,151.8772,-178.747
178.5577,-66.634,103.0311,72.3176,-176.0933,-64.7331,-64.9532,179.9038
64.1688,42.2807,-178.1644,-68.0009,-176.965,179.9079,-71.7883,168.7643
64.1097,-97.9047,-179.621,-177.2571,-62.7608,-61.9156,-62.7957,-171.3775
67.4316,-177.5645,70.7524,172.0774,87.7632,-66.7655,108.9666,-75.6536
178.6977,-66.6113,102.6954,72.2355,177.6078,66.6308,-65.084,179.7293
-58.3511,-55.9005,-61.4126,-67.0688,89.6661,177.8737,84.2893,86.5744
-61.2096,-143.6195,94.8474,-63.9786,-179.8563,66.3372,167.9434,-171.5537
179.2477,-65.626,100.6108,-174.8046,-61.8687,-61.7938,-64.9936,179.5639
137.7283,62.567,173.3387,62.4096,62.5194,176.0511,65.1438,71.2394
58.7563,57.8108,174.1505,-94.3237,65.3866,64.5638,147.1021,-85.2826
177.3016,-67.0977,-173.9469,-179.6549,-176.7777,-65.4001,-90.3742,75.9024
178.8747,-64.2798,-168.116,-62.2004,-66.5045,89.2852,123.5929,76.1555
172.7744,84.4986,-65.4244,-169.1301,96.3291,-62.194,157.9233,-175.1152
64.025,-98.4544,175.8723,61.0944,62.0794,175.8087,-62.5011,-171.0558
172.9091,63.3741,172.8708,71.3074,96.4904,-62.9521,126.0965,75.8704
-57.9136,-57.1794,-70.2343,86.5981,179.9298,-65.4813,86.6761,85.6458
90.0618,-66.1363,98.1282,72.7126,-179.4923,-179.3007,154.1704,-175.5542
-40.6591,-171.2193,175.6779,63.5348,62.9137,176.2868,-58.4339,-171.8934
64.1595,-97.5031,-179.6232,174.9902,62.837,62.0819,-62.8849,-171.2893
176.3194,-77.0138,-99.9463,64.3476,68.3583,178.0545,-65.9422,-177.7018
172.4725,82.1278,-67.0325,103.1772,-172.3321,-63.304,159.8503,-173.5886
59.1347,55.4129,174.4086,-66.2186,-63.6214,92.0779,140.7602,-83.7239
177.3381,-66.8782,-173.8323,-176.2733,-65.7398,-176.6319,-90.4697,75.7105
69.6176,178.0525,63.1138,169.9728,64.6117,-90.0822,-62.3561,-178.8838
177.1785,-67.1117,-95.2236,66.2678,177.7899,-66.8651,126.2432,79.2366
176.7329,-94.7801,67.8733,63.8599,171.6652,65.2414,-63.4634,-172.7799
-58.3189,-59.1858,-177.2678,64.0414,64.3437,-91.3256,86.17,85.7984
65.0844,41.9461,173.1149,64.7445,175.9837,179.8537,-71.5783,169.784
137.429,62.7043,174.4168,65.7821,173.0739,65.2933,65.2201,71.434
-177.6876,-170.7506,97.1066,-62.4636,-179.1012,66.64,98.6173,92.3432
-40.6203,-171.1652,177.482,66.6425,172.9761,65.3237,-58.7989,-171.733
62.445,61.6928,173.6672,71.7808,97.2292,-62.8651,88.2156,85.5295
177.2865,-67.2855,-174.1502,176.9823,66.2938,176.7015,-90.3658,75.9695
-58.3759,-56.716,-63.2894,179.6844,62.2154,-94.9928,86.6986,85.5488
59.8239,-95.6691,-75.8093,-70.1333,-66.9759,-176.805,152.9592,-83.7311
173.0551,61.9591,173.2238,-73.9823,-96.5259,62.5393,124.5145,75.9009
91.754,-64.6635,95.8224,-179.4116,-174.8827,-65.1457,154.7922,-174.5785
-40.6083,-173.36,69.9246,-179.2206,-66.4664,-176.6573,-58.5761,-171.6866
-85.0739,58.5275,64.1266,61.0342,176.1054,-67.1964,72.3232,173.5832
64.5892,-101.7526,-73.1685,178.4289,176.0277,65.3067,-61.6079,-171.1001
70.8408,-177.2462,-175.5255,-63.6029,95.6328,71.1119,-63.5464,179.0457
169.2518,49.6581,68.38,94.5155,-63.8095,-175.8809,150.5911,-86.26
62.3936,61.4018,170.7168,89.1456,-66.2848,-61.8917,88.1973,85.4452
69.2353,177.1286,60.9061,173.7105,-95.4764,62.3117,-62.4166,-178.1471
-74.0546,71.0427,165.5982,-63.6074,-57.4651,-174.6039,84.2899,85.3992
-67.3402,78.7832,173.1949,-63.4332,-59.6723,-175.1991,85.7004,85.3343
-63.0259,-172.9997,-174.9251,-63.0603,-65.223,90.165,109.1181,-75.5708
173.767,62.2922,-95.8329,-92.4207,63.4404,177.1721,152.3096,-86.3252
179.3363,-142.9396,93.3691,-66.7914,-66.5137,-63.945,167.1773,-171.2105
64.0676,-98.2524,176.3147,64.423,173.0882,65.3558,-62.5599,-171.0319
64.6014,-101.2088,-72.9303,178.902,-177.7203,-65.4381,-61.7161,-171.2225
-59.2012,-65.0355,-102.0375,63.9507,179.9429,-66.1732,85.5135,85.8378
-83.2898,62.3888,169.9745,-66.9701,-63.0773,-175.8195,143.7339,-84.8795
-57.8106,-62.4727,-96.1349,64.7633,65.0352,176.7185,86.0047,86.0562
-61.0044,-63.3667,-173.385,-71.4543,-96.7773,62.8571,146.4875,-85.5106
-61.2325,-143.4362,93.9716,-66.4816,-68.2781,-177.7544,168.1951,-171.4776
66.3772,-176.2181,175.9776,66.548,176.4694,-179.9943,-39.4301,-75.0156
75.6017,-160.6272,-66.2532,98.3926,70.2284,67.0559,76.6742,177.4433
176.7874,-77.6498,-65.4245,-58.9625,95.7743,-179.6652,-66.3537,-177.603
176.7739,-67.3072,-174.4905,94.477,-64.3074,89.331,152.5844,-178.8761
-42.638,-62.7708,-64.5359,-174.8661,-179.8951,-179.8471,-59.9766,-168.8155
179.3022,-64.446,-175.6027,93.6373,-65.8018,-64.1054,121.7562,76.6652
176.3507,-67.3131,-89.5563,67.9495,-98.0131,179.0261,153.3755,-179.0612
-62.9834,-67.517,-96.6506,65.5396,173.2257,65.2489,147.4612,-84.9897
172.0074,40.3363,173.2929,61.7506,61.8858,175.7159,-72.8316,172.1297
70.4908,-178.1018,179.9358,-72.1159,-96.5998,62.9269,-63.6006,179.4224
74.7524,-155.7482,-65.747,89.5051,176.6167,-178.9853,-57.1843,-179.2393
-85.4215,57.7478,65.518,61.2251,167.3894,63.1872,72.2083,173.1049
